vote_id,title,policy,final_vote
445,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,False
446,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,False
447,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,False
448,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,False
449,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,False
450,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,False
451,EU accession to the Istanbul Convention and other measures to combat gender-based violence,Gender equality,True
452,"Recent actions by the Russian Federation against Lithuanian judges, prosecutors and investigators involved in investigating the tragic events on 13 January 1991 in Vilnius","Civil liberties, justice & home affairs",True
453,Measures to address the impact on European agriculture of the WTO ruling on the Airbus dispute,Agriculture,False
454,Measures to address the impact on European agriculture of the WTO ruling on the Airbus dispute,Agriculture,False
455,Crisis of the WTO Appellate Body,International trade,False
456,Crisis of the WTO Appellate Body,International trade,True
457,Motions for resolutions - On-going negotiations for a new EU-ACP Partnership Agreement,Development,False
458,Macro-financial assistance to Jordan,International trade,True
459,"EU-Switzerland Agreement on the stepping up of cross-border cooperation, particularly in combating terrorism and cross-border crime","Civil liberties, justice & home affairs",True
460,"EU-Liechtenstein Agreement on the stepping up of cross-border cooperation, particularly in combating terrorism and cross-border crime","Civil liberties, justice & home affairs",True
461,Protocol to EU-Switzerland Agreement concerning the criteria and mechanisms for establishing the State responsible for examining a request for asylum lodged in a Member State or in Switzerland regarding the access to Eurodac for law enforcement purposes,"Civil liberties, justice & home affairs",True
462,Accession of Solomon Islands to the EU-Pacific States Interim Partnership Agreement,International trade,True
463,Requirements for payment service providers,Economic & monetary affairs,True
464,Measures to strengthen administrative cooperation in order to combat VAT fraud,Economic & monetary affairs,True
465,Association of the overseas countries and territories with the European Union ('Overseas Association Decision'),Development,True
466,CAP: Financial discipline as from financial year 2021 and flexibility between pillars in respect of calendar year 2020,Agriculture,True
467,EU-GAmendmentbia Sustainable Fisheries Partnership Agreement and the Implementation Protocol thereto,Fisheries,True
468,"Objection pursuant to Rule 112: Active substances, including dimoxystrobin and mancozeb",Environment & public health,True
469,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
470,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
471,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
472,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
473,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
474,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
475,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
476,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
477,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
478,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
479,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
480,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",False
481,"Public discrimination and hate speech against LGBTI people, including LGBTI free zones","Civil liberties, justice & home affairs",True
482,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
483,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
484,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
485,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
486,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
487,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
488,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
489,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
490,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
491,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
492,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
493,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
494,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
495,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
496,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
497,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
498,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
499,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
500,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
501,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
502,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,False
503,Motions for resolutions - Fair taxation in a digitalised and globalised economy - BEPS 2.0,Economic & monetary affairs,True
504,"The Rule of Law in Malta, after the recent revelations around the murder of Daphne Caruana Galizia","Civil liberties, justice & home affairs",False
505,"The Rule of Law in Malta, after the recent revelations around the murder of Daphne Caruana Galizia","Civil liberties, justice & home affairs",True
506,EU Pollinators Initiative,Environment & public health,False
507,EU Pollinators Initiative,Environment & public health,False
508,EU Pollinators Initiative,Environment & public health,False
509,EU Pollinators Initiative,Environment & public health,False
510,EU Pollinators Initiative,Environment & public health,False
511,Motions for resolutions - Enabling the digital transformation of health and care,Environment & public health,False
512,"Afghanistan, notably the allegations of sexual abuse of boys in the Logar Province",Foreign & security policy,False
513,"The Russian ""Foreign Agents"" Law",Foreign & security policy,False
514,Commemoration of the 30th anniversary of the Romanian revolution of December 1989,"Civil liberties, justice & home affairs",True
515,Situation of the Uyghur in China (China-cables),Foreign & security policy,False
516,Situation of human rights and democracy in Nicaragua,Foreign & security policy,False
517,Situation of human rights and democracy in Nicaragua,Foreign & security policy,True
518,Violent crackdown on recent protests in Iran,Foreign & security policy,False
519,Changes to the agenda - request by EPP,"Civil liberties, justice & home affairs",True
520,Changes to the agenda - request by GUE/NGL,"Civil liberties, justice & home affairs",True
521,"Protocol to the Agreement between the EU, Iceland and Norway concerning the criteria and mechanisms for establishing the State responsible for exAmendmentining a request for asylum lodged in a Member State or in Iceland or Norway regarding the access to Eurodac for law enforcement purposes","Civil liberties, justice & home affairs",True
522,EU-China Agreement on certain aspects of air services,Transport & tourism,True
523,Common system of value added tax as regards the special scheme for small enterprises,Economic & monetary affairs,True
524,The European Green Deal,Environment & public health,False
525,The European Green Deal,Environment & public health,False
526,The European Green Deal,Environment & public health,False
527,The European Green Deal,Environment & public health,False
528,The European Green Deal,Environment & public health,False
529,The European Green Deal,Environment & public health,False
530,The European Green Deal,Environment & public health,False
531,The European Green Deal,Environment & public health,False
532,The European Green Deal,Environment & public health,False
533,The European Green Deal,Environment & public health,False
534,The European Green Deal,Environment & public health,False
535,The European Green Deal,Environment & public health,False
536,The European Green Deal,Environment & public health,False
537,The European Green Deal,Environment & public health,False
538,The European Green Deal,Environment & public health,False
539,The European Green Deal,Environment & public health,False
540,The European Green Deal,Environment & public health,False
541,The European Green Deal,Environment & public health,False
542,The European Green Deal,Environment & public health,False
543,The European Green Deal,Environment & public health,False
544,The European Green Deal,Environment & public health,False
545,The European Green Deal,Environment & public health,False
546,The European Green Deal,Environment & public health,False
547,The European Green Deal,Environment & public health,False
548,The European Green Deal,Environment & public health,False
549,The European Green Deal,Environment & public health,False
550,The European Green Deal,Environment & public health,False
551,The European Green Deal,Environment & public health,False
552,The European Green Deal,Environment & public health,False
553,The European Green Deal,Environment & public health,False
554,The European Green Deal,Environment & public health,False
555,The European Green Deal,Environment & public health,False
556,The European Green Deal,Environment & public health,False
557,The European Green Deal,Environment & public health,False
558,The European Green Deal,Environment & public health,False
559,The European Green Deal,Environment & public health,False
560,The European Green Deal,Environment & public health,False
561,The European Green Deal,Environment & public health,False
562,The European Green Deal,Environment & public health,False
563,The European Green Deal,Environment & public health,False
564,The European Green Deal,Environment & public health,False
565,The European Green Deal,Environment & public health,False
566,The European Green Deal,Environment & public health,False
567,The European Green Deal,Environment & public health,False
568,The European Green Deal,Environment & public health,False
569,The European Green Deal,Environment & public health,False
570,The European Green Deal,Environment & public health,False
571,The European Green Deal,Environment & public health,False
572,The European Green Deal,Environment & public health,False
573,The European Green Deal,Environment & public health,False
574,The European Green Deal,Environment & public health,False
575,The European Green Deal,Environment & public health,False
576,The European Green Deal,Environment & public health,False
577,The European Green Deal,Environment & public health,False
578,The European Green Deal,Environment & public health,False
579,The European Green Deal,Environment & public health,False
580,The European Green Deal,Environment & public health,False
581,The European Green Deal,Environment & public health,False
582,The European Green Deal,Environment & public health,False
583,The European Green Deal,Environment & public health,False
584,The European Green Deal,Environment & public health,False
585,The European Green Deal,Environment & public health,False
586,The European Green Deal,Environment & public health,False
587,The European Green Deal,Environment & public health,False
588,The European Green Deal,Environment & public health,False
589,The European Green Deal,Environment & public health,False
590,The European Green Deal,Environment & public health,False
591,The European Green Deal,Environment & public health,False
592,The European Green Deal,Environment & public health,False
593,The European Green Deal,Environment & public health,False
594,The European Green Deal,Environment & public health,False
595,The European Green Deal,Environment & public health,False
596,The European Green Deal,Environment & public health,False
597,The European Green Deal,Environment & public health,False
598,The European Green Deal,Environment & public health,False
599,The European Green Deal,Environment & public health,False
600,The European Green Deal,Environment & public health,False
601,The European Green Deal,Environment & public health,False
602,The European Green Deal,Environment & public health,False
603,The European Green Deal,Environment & public health,False
604,The European Green Deal,Environment & public health,False
605,The European Green Deal,Environment & public health,False
606,The European Green Deal,Environment & public health,False
607,The European Green Deal,Environment & public health,False
608,The European Green Deal,Environment & public health,False
609,The European Green Deal,Environment & public health,False
610,The European Green Deal,Environment & public health,False
611,The European Green Deal,Environment & public health,False
612,The European Green Deal,Environment & public health,False
613,The European Green Deal,Environment & public health,False
614,The European Green Deal,Environment & public health,False
615,The European Green Deal,Environment & public health,False
616,The European Green Deal,Environment & public health,False
617,The European Green Deal,Environment & public health,False
618,The European Green Deal,Environment & public health,False
619,The European Green Deal,Environment & public health,False
620,The European Green Deal,Environment & public health,False
621,The European Green Deal,Environment & public health,False
622,The European Green Deal,Environment & public health,False
623,The European Green Deal,Environment & public health,False
624,The European Green Deal,Environment & public health,False
625,The European Green Deal,Environment & public health,False
626,The European Green Deal,Environment & public health,True
627,Implementing and monitoring the provisions on citizens’ rights in the Withdrawal Agreement,"Civil liberties, justice & home affairs",False
628,Implementing and monitoring the provisions on citizens’ rights in the Withdrawal Agreement,"Civil liberties, justice & home affairs",False
629,Implementing and monitoring the provisions on citizens’ rights in the Withdrawal Agreement,"Civil liberties, justice & home affairs",False
630,Implementing and monitoring the provisions on citizens’ rights in the Withdrawal Agreement,"Civil liberties, justice & home affairs",False
631,Implementing and monitoring the provisions on citizens’ rights in the Withdrawal Agreement,"Civil liberties, justice & home affairs",False
632,Implementing and monitoring the provisions on citizens’ rights in the Withdrawal Agreement,"Civil liberties, justice & home affairs",True
633,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,False
634,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,False
635,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,False
636,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,False
637,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,False
638,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,False
639,Annual report 2018 on the human rights and democracy in the world and the European Union's policy on the matter,Foreign & security policy,True
640,Annual report on the implementation of the common foreign and security policy,Foreign & security policy,False
641,Annual report on the implementation of the common foreign and security policy,Foreign & security policy,True
642,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
643,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
644,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
645,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
646,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
647,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
648,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
649,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
650,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
651,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
652,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
653,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
654,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
655,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
656,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
657,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
658,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
659,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
660,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
661,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
662,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
663,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
664,Annual report on the implementation of the common security and defence policy,Foreign & security policy,False
665,Annual report on the implementation of the common security and defence policy,Foreign & security policy,True
666,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
667,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
668,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
669,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
670,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
671,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
672,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
673,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
674,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
675,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
676,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
677,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
678,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
679,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
680,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
681,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
682,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
683,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
684,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
685,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
686,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
687,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
688,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
689,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
690,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
691,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
692,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
693,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
694,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
695,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
696,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
697,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
698,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
699,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
700,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
701,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
702,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,False
703,European Parliament's position on the Conference on the Future of Europe,Constitutional and inter-institutional affairs,True
704,"Nigeria, notably the recent terrorist attacks",Foreign & security policy,False
705,"Nigeria, notably the recent terrorist attacks",Foreign & security policy,False
706,Situation in Venezuela after the illegal election of the new National Assembly Presidency and Bureau (parliamentary coup),Foreign & security policy,False
707,Situation in Venezuela after the illegal election of the new National Assembly Presidency and Bureau (parliamentary coup),Foreign & security policy,False
708,Situation in Venezuela after the illegal election of the new National Assembly Presidency and Bureau (parliamentary coup),Foreign & security policy,True
709,Ongoing hearings under article 7(1) of the TEU regarding Poland and Hungary,"Civil liberties, justice & home affairs",False
710,Ongoing hearings under article 7(1) of the TEU regarding Poland and Hungary,"Civil liberties, justice & home affairs",False
711,Ongoing hearings under article 7(1) of the TEU regarding Poland and Hungary,"Civil liberties, justice & home affairs",False
712,Ongoing hearings under article 7(1) of the TEU regarding Poland and Hungary,"Civil liberties, justice & home affairs",True
713,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
714,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
715,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
716,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
717,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
718,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
719,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
720,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
721,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
722,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
723,COP15 to the Convention on Biological Diversity (Kunming 2020),Environment & public health,False
724,Activities of the European Ombudsman in 2018,Petitions,False
725,Activities of the European Ombudsman in 2018,Petitions,False
726,Activities of the European Ombudsman in 2018,Petitions,False
727,Activities of the European Ombudsman in 2018,Petitions,False
728,Activities of the European Ombudsman in 2018,Petitions,False
729,Activities of the European Ombudsman in 2018,Petitions,False
730,Activities of the European Ombudsman in 2018,Petitions,False
731,Activities of the European Ombudsman in 2018,Petitions,True
732,Changes to the agenda - request by ID,Foreign & security policy,True
733,Changes to the agenda - request by GUE/NGL,Foreign & security policy,True
734,Changes to the agenda - request by S&D,"Civil liberties, justice & home affairs",True
735,Withdrawal Agreement of the United Kingdom of Great Britain and Northern Ireland from the European Union and the European Atomic Energy Community,Constitutional and inter-institutional affairs,True
736,Parliament's calendar of part-sessions – 2021,Internal regulations of the EP,False
737,Verification of credentials,Legal affairs,True
738,Common charger for mobile radio equipment,"Industry, research & energy",False
739,Common charger for mobile radio equipment,"Industry, research & energy",True
740,Gender pay gap,Gender equality,True
741,Gender pay gap,Gender equality,False
742,Gender pay gap,Gender equality,False
743,Gender pay gap,Gender equality,False
744,Gender pay gap,Gender equality,False
745,Gender pay gap,Gender equality,False
746,Gender pay gap,Gender equality,False
747,Gender pay gap,Gender equality,False
748,Gender pay gap,Gender equality,False
749,Gender pay gap,Gender equality,False
750,Gender pay gap,Gender equality,False
751,Gender pay gap,Gender equality,False
752,Gender pay gap,Gender equality,False
753,Gender pay gap,Gender equality,False
754,Gender pay gap,Gender equality,False
755,Gender pay gap,Gender equality,True
756,Changes to the agenda - request by ID,"Civil liberties, justice & home affairs",True
757,Changes to the agenda - request by GUE/NGL,International trade,True
758,Changes to the agenda - request by Greens/EFA,International trade,True
759,Changes to the agenda - request by EPP,Agriculture,True
760,Changes to the agenda - request by GUE/NGL,Foreign & security policy,True
761,Conclusion of the EU-Viet Nam Free Trade Agreement,International trade,True
762,Conclusion of the EU-Viet Nam Free Trade Agreement (Resolution),International trade,False
763,Conclusion of the EU-Viet Nam Free Trade Agreement (Resolution),International trade,False
764,Conclusion of the EU-Viet Nam Free Trade Agreement (Resolution),International trade,False
765,Conclusion of the EU-Viet Nam Free Trade Agreement (Resolution),International trade,False
766,Conclusion of the EU-Viet Nam Free Trade Agreement (Resolution),International trade,True
767,EU-Vietnam Investment Protection Agreement,International trade,True
768,"Investment Protection Agreement between the European Union and its Member States, of the one part, and the Socialist Republic of Viet Nam, of the other part (Resolution)",International trade,False
769,"Investment Protection Agreement between the European Union and its Member States, of the one part, and the Socialist Republic of Viet Nam, of the other part (Resolution)",International trade,True
770,Objection pursuant to Rule 111: Union list of projects of common interest,Environment & public health,True
771,Objection pursuant to Rule 112: Lead and its compounds,Environment & public health,False
772,An EU strategy to put an end to female genital mutilation around the world,Gender equality,False
773,An EU strategy to put an end to female genital mutilation around the world,Gender equality,False
774,An EU strategy to put an end to female genital mutilation around the world,Gender equality,False
775,An EU strategy to put an end to female genital mutilation around the world,Gender equality,False
776,An EU strategy to put an end to female genital mutilation around the world,Gender equality,True
777,"Motions for resolutions - Automated decision-making processes: Ensuring consumer protection, and free movement of goods and services",Internal market & consumer protection,False
778,"Motions for resolutions - Automated decision-making processes: Ensuring consumer protection, and free movement of goods and services",Internal market & consumer protection,False
779,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
780,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
781,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
782,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
783,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
784,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
785,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
786,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
787,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
788,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
789,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
790,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,False
791,Proposed mandate for negotiations for a new partnership with the United Kingdom of Great Britain and Northern Ireland,International trade,True
792,European Central Bank - annual report 2018,Economic & monetary affairs,False
793,European Central Bank - annual report 2018,Economic & monetary affairs,False
794,European Central Bank - annual report 2018,Economic & monetary affairs,False
795,European Central Bank - annual report 2018,Economic & monetary affairs,False
796,European Central Bank - annual report 2018,Economic & monetary affairs,False
797,European Central Bank - annual report 2018,Economic & monetary affairs,False
798,European Central Bank - annual report 2018,Economic & monetary affairs,False
799,European Central Bank - annual report 2018,Economic & monetary affairs,False
800,European Central Bank - annual report 2018,Economic & monetary affairs,False
801,European Central Bank - annual report 2018,Economic & monetary affairs,False
802,European Central Bank - annual report 2018,Economic & monetary affairs,False
803,European Central Bank - annual report 2018,Economic & monetary affairs,False
804,European Central Bank - annual report 2018,Economic & monetary affairs,False
805,European Central Bank - annual report 2018,Economic & monetary affairs,False
806,European Central Bank - annual report 2018,Economic & monetary affairs,False
807,European Central Bank - annual report 2018,Economic & monetary affairs,True
808,Motion for a resolution - The illegal trade in companion animals in the EU,Environment & public health,False
809,Motion for a resolution - The illegal trade in companion animals in the EU,Environment & public health,True
810,Child labour in mines in Madagascar,Foreign & security policy,False
811,Child labour in mines in Madagascar,Foreign & security policy,False
812,Child labour in mines in Madagascar,Foreign & security policy,False
813,False and Authentic Documents Online (FADO) system,"Civil liberties, justice & home affairs",False
814,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
815,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
816,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
817,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
818,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
819,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
820,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
821,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
822,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
823,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,False
824,Motion for a resolution - The EU priorities for the 64th session of the UN Commission on the Status of Women,Gender equality,True
825,Request for urgent procedure - Allocation of slots at Community airports: common rules,Transport & tourism,True
826,Request for urgent procedure - Specific measures to mobilise investments in the health care systems of the Member States and in other sectors of their economies in response to the COVID-19 outbreak (Coronavirus Response Investment Initiative),Regional development,True
827,Request for urgent procedure - Financial assistance to Member States and countries negotiating their accession to the Union that are seriously affected by a major public health emergency,Regional development,True
828,Allocation of slots at Community airports: common rules,Transport & tourism,False
829,Specific measures to mobilise investments in the health care systems of the Member States and in other sectors of their economies in response to the COVID-19 outbreak (Coronavirus Response Investment Initiative),Regional development,False
830,Specific measures to mobilise investments in the health care systems of the Member States and in other sectors of their economies in response to the COVID-19 outbreak (Coronavirus Response Investment Initiative),Regional development,False
831,Specific measures to mobilise investments in the health care systems of the Member States and in other sectors of their economies in response to the COVID-19 outbreak (Coronavirus Response Investment Initiative),Regional development,False
832,Financial assistance to Member States and countries negotiating their accession to the Union that are seriously affected by a major public health emergency,Regional development,False
833,Allocation of slots at Community airports: common rules,Transport & tourism,True
834,Specific measures to mobilise investments in the health care systems of the Member States and in other sectors of their economies in response to the COVID-19 outbreak (Coronavirus Response Investment Initiative),Regional development,True
835,Financial assistance to Member States and countries negotiating their accession to the Union that are seriously affected by a major public health emergency,Regional development,True
836,Request for urgent procedure - Regulation Amendmentending the Multiannual financial framework 2014-2020,Budget,True
837,Request for urgent procedure - Draft Amendmentending budget No 1/2020: Assistance to Greece in response to increased migration pressure - Immediate measures in the context of the COVID-19 outbreak - Support to post-earthquake reconstruction in Albania - Other adjustments,Budget,True
838,Draft Amendmentending budget No 1/2020: Assistance to Greece in response to increased migration pressure - Immediate measures in the context of the COVID-19 outbreak - Support to post-earthquake reconstruction in Albania - Other adjustments,Budget,True
839,Request for urgent procedure - Draft Amendmentending budget No 2/2020: Providing emergency support to Member States and further reinforcement of the Union Civil Protection Mechanism/rescEU to respond to the COVID-19 outbreak,Budget,True
840,Draft Amendmentending budget No 2/2020: Providing emergency support to Member States and further reinforcement of the Union Civil Protection Mechanism/rescEU to respond to the COVID-19 outbreak,Budget,True
